instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,weekday_label,month_label,year_label,workingday_label,temp_c,atemp_c,hum_pct,wind_kmh
131,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,550,3632,4182,Summer,Clear,Wednesday,May,2011,Working Day,17.4975,18.8744,63.29169999999999,8.083014
132,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,695,4169,4864,Summer,Clear,Thursday,May,2011,Working Day,17.145000000000003,18.541958,74.75,12.707689
133,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,692,3413,4105,Summer,Mist/Cloudy,Friday,May,2011,Working Day,16.0875,16.623800000000003,86.33330000000001,12.041575
134,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,902,2507,3409,Summer,Mist/Cloudy,Saturday,May,2011,Weekend/Holiday,16.479150999999998,17.041514,92.25,9.041649999999999
135,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,1582,2971,4553,Summer,Mist/Cloudy,Sunday,May,2011,Weekend/Holiday,18.4375,19.376000000000005,86.70830000000001,10.249593
136,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Summer,Clear,Monday,May,2011,Working Day,19.142500000000002,20.333792000000003,78.79169999999999,8.500357000000001
137,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Summer,Mist/Cloudy,Tuesday,May,2011,Working Day,18.398349,19.542914000000003,83.7917,18.582718
138,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Summer,Mist/Cloudy,Wednesday,May,2011,Working Day,17.85,18.792428,87.0,13.499964
139,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Summer,Mist/Cloudy,Thursday,May,2011,Working Day,16.949151,17.708972000000003,82.9583,7.250271000000001
140,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Summer,Clear,Friday,May,2011,Working Day,17.223349,18.916772,71.9583,8.375871
141,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,Summer,Clear,Saturday,May,2011,Weekend/Holiday,20.317500000000003,21.750349999999997,62.6667,8.083549999999999
142,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660,Summer,Clear,Sunday,May,2011,Weekend/Holiday,20.395849000000002,21.917,74.9583,9.916536
143,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,836,3438,4274,Summer,Mist/Cloudy,Monday,May,2011,Working Day,21.688349,22.959536,81.0,15.667413999999999
144,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659,3833,4492,Summer,Mist/Cloudy,Tuesday,May,2011,Working Day,23.020000000000003,23.917658000000003,74.0833,13.875164
145,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740,4238,4978,Summer,Clear,Wednesday,May,2011,Working Day,23.059151,24.625772000000005,69.625,10.333611000000001
146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758,3919,4677,Summer,Clear,Thursday,May,2011,Working Day,25.291651,27.209408000000003,67.75,13.376014
147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679,Summer,Clear,Friday,May,2011,Working Day,24.038349000000004,26.042528000000004,65.375,16.125493
148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,Summer,Clear,Saturday,May,2011,Weekend/Holiday,22.824151,24.417014,72.9583,15.416164
149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,Summer,Clear,Sunday,May,2011,Weekend/Holiday,23.3725,24.6263,81.875,14.333846
150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098,Summer,Clear,Monday,May,2011,Weekend/Holiday,26.466651,28.292072000000005,68.5,8.792075
151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673,3309,3982,Summer,Clear,Tuesday,May,2011,Working Day,28.425000000000004,31.875278,63.6667,7.459042999999999
152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974,Summer,Mist/Cloudy,Wednesday,Jun,2011,Working Day,27.915849,31.583822000000005,67.7083,13.875164
153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968,Summer,Clear,Thursday,Jun,2011,Working Day,25.604999999999997,26.500172,30.5,19.583229000000003
154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,Summer,Clear,Friday,Jun,2011,Working Day,21.14,22.750778000000004,35.4167,16.959107
155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,Summer,Clear,Saturday,Jun,2011,Weekend/Holiday,21.845,23.249935999999998,45.625,8.250514
156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,Summer,Mist/Cloudy,Sunday,Jun,2011,Weekend/Holiday,22.471651,24.709063999999998,65.25,9.292364000000001
157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,Summer,Clear,Monday,Jun,2011,Working Day,23.881650999999998,25.042628,60.0,8.167032
158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,Summer,Clear,Tuesday,Jun,2011,Working Day,25.252499999999998,27.292700000000004,59.791700000000006,12.583136
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,Summer,Clear,Wednesday,Jun,2011,Working Day,28.464151,32.000414,62.20830000000001,9.166739
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,Summer,Mist/Cloudy,Thursday,Jun,2011,Working Day,29.991650999999997,34.000214,56.833299999999994,10.042161
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586,Summer,Clear,Friday,Jun,2011,Working Day,27.485,30.417272000000004,60.5,9.417118
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,Summer,Clear,Saturday,Jun,2011,Weekend/Holiday,26.074999999999996,28.750508000000004,65.45830000000001,10.374949999999998
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,Summer,Clear,Sunday,Jun,2011,Weekend/Holiday,24.5475,26.459450000000004,74.7917,10.958988999999999
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,Summer,Clear,Monday,Jun,2011,Working Day,21.845,23.709164,49.4583,20.45845
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,Summer,Clear,Tuesday,Jun,2011,Working Day,20.395849000000002,23.042036000000003,50.708299999999994,18.041961
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,Summer,Clear,Wednesday,Jun,2011,Working Day,21.453349,22.791764,47.1667,11.250104
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,Summer,Mist/Cloudy,Thursday,Jun,2011,Working Day,21.531651,23.292836,68.8333,13.833556999999999
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,Summer,Clear,Friday,Jun,2011,Working Day,22.510849000000004,23.625278,73.5833,9.582942999999998
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,Summer,Clear,Saturday,Jun,2011,Weekend/Holiday,24.743349000000002,26.500964000000003,67.0417,8.000336
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,Summer,Mist/Cloudy,Sunday,Jun,2011,Weekend/Holiday,24.860849,26.625836,66.6667,6.834
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,Summer,Mist/Cloudy,Monday,Jun,2011,Working Day,21.845,23.292836,74.625,10.416825
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,Fall,Mist/Cloudy,Tuesday,Jun,2011,Working Day,23.999151,26.084636000000003,77.0417,11.458675000000001
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,Fall,Clear,Wednesday,Jun,2011,Working Day,26.466651,29.792714000000004,70.75,11.541554
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,Fall,Mist/Cloudy,Thursday,Jun,2011,Working Day,26.231651,29.792978000000005,70.3333,15.999868
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,Fall,Clear,Friday,Jun,2011,Working Day,26.035849,27.334478000000004,57.3333,14.875675
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,Fall,Clear,Saturday,Jun,2011,Weekend/Holiday,24.665,26.458658,48.3333,14.041257
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,Fall,Clear,Sunday,Jun,2011,Weekend/Holiday,23.96,26.083514,51.3333,6.3337311
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,Fall,Mist/Cloudy,Monday,Jun,2011,Working Day,24.0775,26.042264000000003,65.8333,7.2083960000000005
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,Fall,Clear,Tuesday,Jun,2011,Working Day,26.975849000000004,29.708827999999997,63.416700000000006,9.666960999999999
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,Fall,Clear,Wednesday,Jun,2011,Working Day,26.231651,27.209408000000003,49.7917,17.542007
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,Fall,Clear,Thursday,Jun,2011,Working Day,24.743349000000002,26.042528000000004,43.416700000000006,12.415904000000001
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,Fall,Clear,Friday,Jul,2011,Working Day,25.957500000000003,27.042692000000002,39.625,6.874736
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,Fall,Clear,Saturday,Jul,2011,Weekend/Holiday,26.701651,28.042327999999998,44.4583,7.709154
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,Fall,Mist/Cloudy,Sunday,Jul,2011,Weekend/Holiday,25.683349,28.125950000000003,68.25,15.333486
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,Fall,Mist/Cloudy,Monday,Jul,2011,Weekend/Holiday,26.153349,27.917522000000005,63.7917,5.4591064000000005
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,Fall,Clear,Tuesday,Jul,2011,Working Day,27.093348999999996,29.958308000000002,59.0417,8.459286
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,Fall,Clear,Wednesday,Jul,2011,Working Day,25.839999999999996,29.251778,74.33330000000001,10.042161
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,Fall,Clear,Thursday,Jul,2011,Working Day,27.25,29.333486,65.125,10.666400000000001
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,Fall,Mist/Cloudy,Friday,Jul,2011,Working Day,25.330849,28.251878000000005,75.79169999999999,15.083643
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,Fall,Clear,Saturday,Jul,2011,Weekend/Holiday,26.466651,27.834428000000003,60.9167,11.250104
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,Fall,Clear,Sunday,Jul,2011,Weekend/Holiday,27.1325,29.541649999999997,57.8333,12.292557
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,Fall,Clear,Monday,Jul,2011,Working Day,27.8375,32.167064,63.5833,18.916579
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,Fall,Clear,Tuesday,Jul,2011,Working Day,29.325848999999998,32.79215,55.9167,13.417017999999999
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,Fall,Clear,Wednesday,Jul,2011,Working Day,27.093348999999996,29.500664,63.1667,9.790911000000001
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,Fall,Clear,Thursday,Jul,2011,Working Day,23.999151,25.916863999999997,47.625,16.124689
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,Fall,Clear,Friday,Jul,2011,Working Day,23.176650999999996,25.208486,59.12500000000001,12.249811
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,Fall,Clear,Saturday,Jul,2011,Weekend/Holiday,24.273349000000003,26.125358,58.5,13.958914
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,Fall,Clear,Sunday,Jul,2011,Weekend/Holiday,25.800849,28.208978000000002,60.4167,16.417211
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,Fall,Clear,Monday,Jul,2011,Working Day,27.093348999999996,30.459050000000005,65.125,14.458867999999999
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,Fall,Clear,Tuesday,Jul,2011,Working Day,28.503349,33.333614,65.0417,8.7502
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,Fall,Clear,Wednesday,Jul,2011,Working Day,28.111651000000002,33.2921,70.70830000000001,7.625739
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,Fall,Mist/Cloudy,Thursday,Jul,2011,Working Day,30.305,38.540486,69.125,14.875407
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,Fall,Clear,Friday,Jul,2011,Working Day,31.871651,39.499136,58.0417,8.9177
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,Fall,Clear,Saturday,Jul,2011,Weekend/Holiday,31.910849,37.082941999999996,50.0,8.791807
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Fall,Clear,Sunday,Jul,2011,Weekend/Holiday,31.009999999999998,36.458714,55.0833,11.334456999999999
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Fall,Clear,Monday,Jul,2011,Working Day,26.936650999999998,31.583228,75.7083,6.0841560999999995
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Fall,Clear,Tuesday,Jul,2011,Working Day,28.268349,30.000614,54.0833,13.417285999999999
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Fall,Clear,Wednesday,Jul,2011,Working Day,28.425000000000004,29.584022000000004,40.291700000000006,12.292020999999998
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Fall,Clear,Thursday,Jul,2011,Working Day,28.620849,32.8334,58.3333,11.958093
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Fall,Clear,Friday,Jul,2011,Working Day,31.401651,35.873822,54.25,11.667245999999999
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,Fall,Clear,Saturday,Jul,2011,Weekend/Holiday,29.795848999999997,32.083442,46.5833,11.291979
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,Fall,Clear,Sunday,Jul,2011,Weekend/Holiday,29.874150999999998,32.166536,48.0833,11.042470999999999
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,Fall,Clear,Monday,Aug,2011,Working Day,28.268349,30.417272000000004,55.0833,10.500039
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,Fall,Clear,Tuesday,Aug,2011,Working Day,28.816651,30.666686,49.125,13.79195
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,Fall,Mist/Cloudy,Wednesday,Aug,2011,Working Day,26.388348999999998,28.875842,65.75,9.084061
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,Fall,Mist/Cloudy,Thursday,Aug,2011,Working Day,25.369999999999997,27.876008000000006,75.75,13.20905
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,Fall,Clear,Friday,Aug,2011,Working Day,25.409151,27.333422,63.083299999999994,12.374632
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,Fall,Mist/Cloudy,Saturday,Aug,2011,Weekend/Holiday,25.683349,28.626164000000003,75.5,15.29275
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,Fall,Clear,Sunday,Aug,2011,Weekend/Holiday,26.8975,31.209272000000006,75.29169999999999,13.499629
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,Fall,Clear,Monday,Aug,2011,Working Day,27.955,30.416677999999997,59.2083,12.875725000000001
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,Fall,Clear,Tuesday,Aug,2011,Working Day,28.425000000000004,31.791986,57.04169999999999,10.125107
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,Fall,Clear,Wednesday,Aug,2011,Working Day,28.033349,29.208878,42.4167,13.417285999999999
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,Fall,Clear,Thursday,Aug,2011,Working Day,25.722500000000004,27.000386,42.375,11.041332
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,Fall,Clear,Friday,Aug,2011,Working Day,25.291651,27.166772,41.5,8.416607
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,Fall,Mist/Cloudy,Saturday,Aug,2011,Weekend/Holiday,24.234151000000004,26.626628000000004,72.9583,14.167418
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,Fall,Mist/Cloudy,Sunday,Aug,2011,Weekend/Holiday,23.803349,25.209608000000003,81.75,14.916411
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,Fall,Clear,Monday,Aug,2011,Working Day,23.294151,24.667022000000003,71.20830000000001,13.999918
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Fall,Clear,Tuesday,Aug,2011,Working Day,24.939151000000003,26.625242,57.8333,15.834043000000001
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Fall,Clear,Wednesday,Aug,2011,Working Day,25.996651,28.000286000000003,57.5417,9.625689
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Fall,Clear,Thursday,Aug,2011,Working Day,25.448349,27.709028000000004,65.45830000000001,15.624936
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Fall,Mist/Cloudy,Friday,Aug,2011,Working Day,24.195,25.792586,72.2917,9.333635999999998
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Fall,Clear,Saturday,Aug,2011,Weekend/Holiday,24.7825,26.833736000000002,67.41669999999999,6.999289
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Fall,Clear,Sunday,Aug,2011,Weekend/Holiday,25.409151,28.584650000000003,77.0,16.666518
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,Fall,Clear,Monday,Aug,2011,Working Day,24.508349000000003,26.124764,47.0,18.54225
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,Fall,Clear,Tuesday,Aug,2011,Working Day,22.119151,24.000422,45.5417,9.833121
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,Fall,Clear,Wednesday,Aug,2011,Working Day,23.646651,25.625672,60.5,16.958236
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,Fall,Mist/Cloudy,Thursday,Aug,2011,Working Day,24.155848999999996,26.626364000000002,77.1667,14.125810999999999
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,Fall,Clear,Friday,Aug,2011,Working Day,24.9,27.542378,76.125,5.625487499999999
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,Fall,Mist/Cloudy,Saturday,Aug,2011,Weekend/Holiday,23.96,25.946696000000003,85.0,25.166338999999997
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,Fall,Clear,Sunday,Aug,2011,Weekend/Holiday,25.231772999999997,26.765293999999997,56.1765,20.412153
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,Fall,Clear,Monday,Aug,2011,Working Day,21.923348999999998,24.125228,55.45830000000001,10.708275
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,Fall,Clear,Tuesday,Aug,2011,Working Day,22.040849,23.250464,54.833299999999994,8.375536
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,Fall,Clear,Wednesday,Aug,2011,Working Day,22.863349,24.333986000000003,59.791700000000006,5.5833311
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,Fall,Clear,Thursday,Sep,2011,Working Day,22.785,24.584786,63.916700000000006,9.500332
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,Fall,Mist/Cloudy,Friday,Sep,2011,Working Day,22.236651000000002,23.917327999999998,72.70830000000001,9.375243
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,Fall,Clear,Saturday,Sep,2011,Weekend/Holiday,23.450848999999998,25.792058000000004,71.6667,12.416775
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,Fall,Clear,Sunday,Sep,2011,Weekend/Holiday,25.330849,27.918314000000002,74.20830000000001,13.833289
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,Fall,Mist/Cloudy,Monday,Sep,2011,Weekend/Holiday,23.646651,25.292636,79.0417,14.250632
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,Fall,Light Rain/Snow,Tuesday,Sep,2011,Working Day,17.380000000000003,18.0032,88.6957,23.044181
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,Fall,Light Rain/Snow,Wednesday,Sep,2011,Working Day,20.160849,19.919114,91.7083,6.500393600000001
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,Fall,Light Rain/Snow,Thursday,Sep,2011,Working Day,21.793910999999998,20.653826000000002,93.9565,12.914116
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,Fall,Mist/Cloudy,Friday,Sep,2011,Working Day,22.55,22.210435999999994,89.79169999999999,8.333393000000001
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,Fall,Clear,Saturday,Sep,2011,Weekend/Holiday,23.020000000000003,24.125492,75.375,10.291736
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,Fall,Clear,Sunday,Sep,2011,Weekend/Holiday,22.706651,24.209114,71.375,7.708618
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,Fall,Clear,Monday,Sep,2011,Working Day,22.284356000000002,23.74058,69.2174,5.957171000000001
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,Fall,Clear,Tuesday,Sep,2011,Working Day,22.589151,23.834564,71.25,9.500868
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,Fall,Clear,Wednesday,Sep,2011,Working Day,23.646651,25.3754,69.7083,11.2091
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,Fall,Mist/Cloudy,Thursday,Sep,2011,Working Day,19.142500000000002,20.542286000000004,70.9167,18.166782
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,Fall,Mist/Cloudy,Friday,Sep,2011,Working Day,14.050849,14.457350000000002,59.0417,11.000261
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,Fall,Mist/Cloudy,Saturday,Sep,2011,Weekend/Holiday,15.108349,15.581792,71.8333,12.708225
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,Fall,Clear,Sunday,Sep,2011,Weekend/Holiday,15.8525,16.375442,69.5,11.958361
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,Fall,Mist/Cloudy,Monday,Sep,2011,Working Day,17.810848999999997,18.958550000000002,69.0,10.166713999999999
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,Fall,Mist/Cloudy,Tuesday,Sep,2011,Working Day,18.398349,19.126322000000002,88.125,9.041917999999999
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,Fall,Mist/Cloudy,Wednesday,Sep,2011,Working Day,19.965,20.335178000000006,90.0,6.4590814
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,Fall,Mist/Cloudy,Thursday,Sep,2011,Working Day,21.531651,20.627558,90.2083,8.584375
